47,39,47,44,41,32,42,49,32,49,30,35,30,47
44,42,44,45,43,35,43,36,32,38,40,43,45,36
28,39,30,25,29,37,42,31,34,27,46,34,47,43
46,45,50,37,48,45,50,46,37,35,43,33,41,47
30,53,30,53,28,53,43,48,35,45,45,48,43,53
42,29,42,40,38,26,36,43,28,35,36,30,28,43
43,31,46,48,49,27,35,51,27,44,40,49,27,30
27,49,23,44,33,46,30,42,44,38,47,24,47,44
31,39,39,43,38,45,44,38,32,36,42,41,45,27
38,26,44,46,33,24,31,26,41,25,35,28,23,43
28,32,36,29,46,53,37,26,48,52,30,35,32,44
28,42,28,35,28,32,57,30,37,52,43,32,54,56
32,36,48,45,32,47,28,47,28,44,43,34,51,30
32,36,35,44,31,44,27,38,44,29,34,44,42,43
33,50,32,28,34,43,28,40,49,29,44,25,42,43
45,31,45,29,45,46,45,40,35,28,35,32,43,39
43,47,30,31,39,34,27,31,35,40,42,41,31,41
39,43,31,28,29,32,30,47,32,52,39,52,27,36
43,53,50,44,41,43,37,40,45,52,34,46,31,37
28,41,32,28,31,36,42,35,31,33,35,30,39,36
35,50,47,39,33,42,30,37,39,49,41,37,49,51
36,31,48,48,46,40,43,28,48,37,30,33,42,35
44,40,26,36,43,33,39,35,36,44,41,39,36,40
34,45,31,38,25,28,46,43,34,29,46,48,38,41
42,37,44,44,37,31,32,35,32,42,36,37,42,42
30,29,42,30,44,32,33,27,43,30,43,41,33,36
31,46,30,57,35,35,48,48,39,49,47,55,37,46
30,32,35,50,38,46,43,32,37,31,50,48,50,41
35,58,38,26,24,44,35,25,26,52,30,29,49,34
43,33,44,44,30,41,29,42,31,42,40,33,31,26
47,45,39,41,31,46,45,27,45,38,51,30,44,46
35,53,54,24,33,29,32,51,42,39,42,46,29,56
47,42,44,40,40,46,44,41,45,40,44,42,34,33
34,39,41,39,46,40,38,45,43,37,42,45,33,39
45,49,44,40,38,41,45,54,41,47,48,52,51,53
35,37,29,42,28,34,36,32,48,36,41,28,32,35
43,35,45,50,33,47,33,40,45,36,33,35,37,42
28,42,50,27,43,38,30,42,43,32,39,33,40,28
31,50,36,38,53,49,35,50,38,43,33,46,54,34
44,45,32,44,39,46,33,36,34,45,32,40,48,47
43,50,48,31,48,46,35,46,34,53,29,39,28,46
52,38,47,47,51,52,50,42,47,42,38,40,43,39
55,51,46,37,40,50,53,38,44,37,49,37,46,48
43,42,43,41,41,50,46,33,50,45,44,37,47,47
44,30,42,46,60,47,59,51,42,53,59,56,61,61
49,42,56,52,45,51,42,40,58,41,53,39,52,42
50,41,47,35,53,40,55,55,37,45,62,43,46,58
46,47,54,52,51,42,52,48,51,43,54,46,42,47
46,60,48,60,63,43,65,41,53,56,58,56,58,42
49,69,60,46,52,51,49,53,39,50,49,66,62,43
53,47,56,48,55,46,49,41,52,48,40,40,46,40
46,49,60,49,61,58,52,61,48,60,59,48,49,52
59,61,49,50,65,48,46,53,50,48,61,63,56,47
57,57,42,43,49,57,45,58,58,49,58,46,54,43
51,68,62,69,58,52,61,53,56,72,49,73,64,56
46,62,49,47,48,59,50,63,47,50,48,49,65,49
66,58,68,73,70,70,59,58,73,61,54,56,65,75
52,54,45,63,60,60,47,65,51,60,62,45,48,60
68,44,67,48,68,57,49,51,62,61,50,57,65,43
54,59,58,64,56,55,62,62,58,59,62,58,66,66
55,55,57,56,60,54,52,57,59,58,60,63,56,56
62,57,65,61,63,53,56,61,60,60,60,53,66,54
56,63,47,62,45,50,47,48,72,53,59,72,47,57
66,72,66,63,50,65,49,67,68,58,61,71,68,74
67,63,67,61,69,54,54,60,65,54,64,69,57,54
58,56,74,76,70,69,72,55,53,76,76,64,53,54
59,75,65,74,59,82,57,65,57,57,80,82,63,58
75,73,56,68,75,69,61,67,67,77,63,74,76,68
61,77,74,78,77,79,71,59,78,63,67,69,66,65
59,73,62,81,61,66,80,64,58,62,54,59,79,61
74,74,66,83,65,69,74,80,85,58,84,72,79,77
70,80,76,68,77,65,70,61,80,72,78,69,60,58
77,81,77,63,64,62,80,76,70,62,76,62,63,72
74,82,77,79,68,68,79,63,68,80,84,68,73,85
79,75,67,69,73,75,69,66,73,73,70,68,65,72
80,83,71,90,71,81,84,63,60,74,92,64,80,60
72,77,78,69,80,64,77,88,73,85,69,77,71,82
71,81,89,66,66,72,92,80,77,89,71,83,85,75
85,72,87,90,82,74,80,77,79,84,71,67,63,60
91,90,88,88,84,74,75,89,69,67,82,87,73,82
81,66,78,64,78,86,77,72,83,79,78,71,76,75
87,76,90,76,76,94,90,87,96,82,71,93,86,81
71,68,86,77,87,85,86,77,72,84,83,78,86,64
79,76,71,85,74,73,78,85,75,75,83,79,71,76
77,72,84,73,77,88,86,84,76,78,74,85,78,83
93,75,87,75,76,74,77,72,81,84,86,92,86,78
75,70,70,77,67,83,78,75,69,88,81,75,75,85
81,73,94,74,69,82,83,93,84,72,95,92,72,70
88,89,87,76,83,83,86,86,84,76,84,70,90,82
91,91,85,87,85,91,96,77,88,87,83,77,86,96
87,79,73,78,85,72,93,88,78,75,75,74,74,83
91,77,89,83,92,86,77,69,72,67,83,88,76,72
81,79,101,87,75,100,94,77,74,89,93,75,89,100
82,74,86,83,93,78,90,90,89,69,77,88,82,90
81,75,76,67,92,97,97,99,71,70,78,83,88,92
82,82,92,79,94,95,94,87,92,78,92,86,96,77
88,84,79,81,83,88,78,81,79,84,89,80,85,89
88,88,77,83,94,77,89,76,76,84,90,87,91,79
85,86,74,88,85,87,89,92,88,75,92,84,96,89
100,99,89,81,85,85,93,83,92,99,97,92,73,72
76,90,89,78,95,82,103,77,98,74,88,79,97,93
76,90,87,94,94,77,82,75,81,73,79,70,81,93
94,89,85,97,80,97,101,74,78,78,89,90,86,101
84,92,80,81,77,84,87,79,83,81,92,75,88,92
89,88,76,74,82,82,84,79,87,85,91,77,87,84
68,68,71,91,84,81,89,74,71,71,72,71,73,75
79,89,94,78,92,79,78,92,86,91,77,83,85,96
91,77,71,69,88,69,76,71,73,73,90,97,70,91
74,68,82,82,72,72,82,89,68,80,68,68,70,77
91,93,88,79,86,90,80,90,86,93,83,90,75,80
78,96,89,93,73,93,89,73,68,74,86,66,83,69
88,76,90,91,81,88,77,95,89,89,90,90,93,72
77,75,72,87,67,76,91,83,89,98,67,85,76,86
64,71,71,73,76,83,70,85,71,70,63,80,69,63
78,74,92,76,88,91,80,81,90,75,77,81,72,91
73,83,76,80,75,78,85,82,81,85,76,69,84,69
81,78,70,81,89,85,72,72,69,75,71,80,89,75
88,91,88,77,72,77,91,83,80,86,84,89,83,87
66,87,86,82,94,88,82,80,73,93,78,68,69,89
59,65,70,64,76,64,76,81,85,64,74,74,77,80
73,84,69,66,68,89,84,75,93,69,79,72,65,72
76,83,64,73,74,63,81,62,66,64,69,81,60,74
70,73,68,80,74,63,71,75,80,76,70,73,72,63
90,68,76,70,70,87,64,92,75,65,79,90,61,92
65,68,66,67,68,78,72,68,70,76,71,71,87,80
80,76,72,70,87,82,70,67,84,78,79,68,79,87
68,63,73,64,78,81,85,67,63,69,85,74,61,77
68,66,63,74,70,70,73,56,65,70,74,63,56,62
77,72,64,71,70,65,63,61,75,80,66,64,80,80
76,58,60,54,61,67,77,75,51,67,59,52,62,63
61,60,65,62,75,71,75,68,70,79,73,74,70,65
75,78,57,78,72,67,69,56,75,60,68,64,70,75
57,64,70,72,58,70,60,49,70,56,70,72,68,64
59,79,65,55,52,57,66,72,73,73,74,80,60,72
72,61,64,57,62,59,63,73,56,72,73,58,71,66
53,55,71,66,55,66,74,54,66,49,50,48,50,59
69,67,66,66,65,59,61,69,67,58,54,67,54,64
66,67,67,67,48,57,57,57,63,69,60,56,69,51
47,46,63,53,49,62,58,53,59,57,57,58,64,53
68,74,62,54,72,50,54,63,57,58,63,72,60,56
54,49,64,68,59,68,60,64,64,57,61,61,63,65
62,68,58,50,55,55,65,68,56,51,52,54,56,48
58,56,55,54,55,54,52,52,59,54,51,61,54,57
46,46,63,47,58,55,57,49,39,55,42,39,41,47
59,48,51,56,45,45,53,53,41,52,54,52,47,42
47,58,53,55,62,50,53,51,45,45,39,54,47,59
49,56,60,46,50,44,55,46,51,60,46,58,50,63
56,57,61,58,60,63,63,48,53,60,51,55,44,48
59,53,56,52,44,64,44,54,44,46,41,56,61,50
58,44,43,39,59,65,63,64,63,66,50,48,54,59
44,40,61,58,45,58,48,60,50,42,61,52,56,64
33,40,49,55,33,50,38,43,56,42,33,51,47,53
40,54,53,45,55,41,40,35,40,55,60,56,38,45
53,57,45,45,37,48,58,45,45,59,43,42,44,61
41,45,38,48,53,42,47,44,59,58,48,47,53,58
54,32,45,44,48,47,39,40,44,53,60,37,46,46
48,39,39,46,41,64,55,58,59,63,56,63,52,45
44,51,56,41,47,39,53,38,50,45,58,49,48,55
49,34,30,30,34,45,49,33,50,47,34,52,45,43
37,31,32,30,40,41,46,44,39,48,53,45,33,37
43,44,35,31,43,43,36,31,32,36,45,38,33,45
51,53,51,36,37,46,45,52,29,33,52,51,52,52
48,38,36,35,29,28,41,47,47,32,38,34,36,31
37,35,42,36,36,35,40,47,42,38,44,36,45,39
55,33,32,53,36,42,33,51,36,45,51,49,56,46
39,54,56,31,42,51,51,56,36,53,37,43,51,48
45,32,38,36,37,46,42,42,38,30,34,40,39,37
42,41,37,36,29,34,27,32,42,27,45,31,39,39
36,44,44,53,55,34,31,53,39,40,34,30,46,28
36,36,49,41,51,48,45,53,42,49,37,45,41,37
49,45,48,50,35,30,42,35,27,32,36,33,31,38
38,30,40,41,41,33,29,33,26,30,42,38,39,34
35,45,33,46,44,32,50,45,43,42,32,42,48,49
39,38,45,38,45,46,47,50,31,39,46,43,42,33
37,40,42,34,39,41,33,46,32,39,44,30,45,41
24,38,36,43,47,28,27,40,43,23,43,35,29,43
39,52,48,53,31,34,40,35,40,46,34,39,35,39
34,34,50,41,42,34,44,49,29,34,39,34,39,29
38,41,26,40,38,26,34,49,47,27,24,26,37,50
37,35,27,46,28,45,41,26,44,36,46,32,33,29
45,38,30,31,50,41,33,42,38,51,27,32,47,48
44,33,37,35,42,31,28,37,36,43,29,32,34,34
38,33,24,30,29,45,40,34,49,41,50,38,24,42
45,36,33,30,31,51,43,48,41,35,43,39,29,38
39,35,48,48,44,50,38,46,51,38,52,42,48,27
29,36,50,34,36,50,45,30,47,47,35,30,34,40
32,44,42,35,32,45,31,33,39,30,34,40,39,39
40,44,55,41,55,44,40,51,34,31,46,46,41,56
38,38,47,43,28,42,31,38,41,26,37,26,48,32
33,45,28,29,41,30,44,34,25,36,45,43,30,42
26,42,35,24,28,42,42,33,27,30,29,42,41,40
34,44,30,32,38,28,37,31,44,37,44,34,38,44
31,37,36,43,35,38,37,33,36,35,38,37,39,34
33,27,34,35,45,39,48,26,36,27,31,43,44,28
39,48,42,40,47,32,30,27,38,38,50,51,39,44
39,30,30,31,35,41,28,40,32,26,44,27,42,40
46,33,46,46,47,32,47,34,41,40,43,33,43,46
32,33,31,39,38,35,36,30,31,30,38,41,30,29
31,22,25,32,36,25,43,34,29,43,39,30,31,32
49,52,42,41,37,30,45,29,47,41,31,46,38,34
32,45,32,54,48,28,52,52,32,37,30,27,26,30
29,42,36,33,31,46,36,43,36,32,35,32,47,48
51,44,37,46,32,37,49,49,28,47,53,28,37,42
48,29,40,31,41,47,31,46,40,29,37,29,38,41
37,50,49,35,33,29,34,32,31,31,43,43,45,32
31,39,42,39,22,28,36,46,27,34,42,45,39,22
36,35,37,33,32,35,31,28,30,29,41,36,32,45
38,33,35,36,38,36,34,29,34,37,30,31,34,35
49,41,47,37,49,47,48,42,30,30,47,43,39,36
27,25,26,29,30,25,36,35,27,42,40,44,44,34
25,41,33,26,41,41,40,22,22,40,33,37,30,35
24,33,23,32,40,22,21,35,34,29,36,39,27,39
35,41,24,40,42,36,35,33,25,49,48,47,44,47
33,41,28,33,36,41,36,33,35,34,40,38,30,36
23,40,28,25,38,25,33,39,37,31,35,39,41,39
42,27,43,32,25,43,41,44,38,23,39,45,46,31
47,28,24,40,36,29,39,25,44,29,34,38,22,44
24,35,31,37,36,36,34,19,18,33,25,32,26,32
26,28,35,25,28,35,37,28,42,30,29,39,22,27
28,29,35,30,33,45,25,33,44,27,41,30,40,40
21,17,30,22,19,23,22,28,34,19,35,17,23,34
43,33,36,22,41,28,41,20,31,25,34,22,19,41
42,27,38,28,27,41,30,27,34,35,25,25,33,29
23,24,31,30,25,26,31,18,32,19,22,31,23,29
25,35,29,23,26,31,33,37,23,36,20,21,25,34
33,21,23,35,22,34,23,23,23,36,36,28,25,33
22,22,32,28,24,28,20,24,30,31,28,19,26,31
34,21,25,17,26,26,37,17,18,20,25,18,31,33
14,27,22,26,34,20,23,17,12,28,32,23,32,23
14,14,27,36,11,23,20,29,17,19,12,16,14,19
23,24,32,25,32,39,22,32,19,34,34,18,15,32
28,31,16,13,11,20,12,15,14,18,24,17,16,21
13,28,35,19,30,30,29,37,21,9,18,32,19,24
25,16,28,12,17,12,17,23,22,19,11,14,24,27
27,30,12,26,12,16,13,16,28,19,23,25,13,15
17,20,21,18,16,16,15,16,30,23,29,20,31,27
17,15,21,16,18,21,15,17,19,10,26,19,19,23
19,11,22,15,7,15,27,26,7,22,14,25,10,31
21,18,22,20,9,21,12,7,12,11,9,8,18,20
20,5,12,12,1,17,15,12,16,12,8,4,11,11
21,22,6,19,32,30,5,21,25,18,27,21,32,19
19,22,1,26,26,16,19,28,14,14,7,7,23,9
23,15,22,6,4,4,24,19,9,22,14,31,17,24
18,14,21,12,27,10,18,11,20,13,13,7,25,6
29,26,18,25,12,15,30,25,6,7,26,30,16,8
11,12,4,-2,16,0,7,14,0,11,-2,7,9,14
8,1,27,22,10,22,4,13,7,7,23,20,26,20
0,-2,4,-5,-2,-1,13,8,-5,-3,20,11,-4,18
17,14,4,15,21,13,9,9,19,19,8,24,8,2
15,21,13,-2,15,14,18,19,16,15,4,22,9,15
11,8,23,4,6,23,12,8,21,13,13,13,12,8
